usr_mcno,usr_mctype,sub_mcno,sub_mcstuen,usr_devtname,devt_location,mcst_houseno,mcst_roadname,mcst_unitno,mcst_buildingname,mcst_postalcode,mcst_telno,ust_status,mcst_stratalota,managementname,management_tel_no,mc_form_date
2182,Single Tier Management Corporation,na,S98MC2182J,MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2182,410B JOO CHIAT ROAD 427636,1A,YUK TONG AVENUE,1-Jan,CHUN TIN COURT,596306,64661342,ACTIVE,3,Philip Motha Property Management Pte Ltd,64661342,14/3/1998
2183,Single Tier Management Corporation,na,S98MC2183E,MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2183,26 D TUDOR CLOSE 297953,36,BIN TONG PARK,na,na,269817,64662055,ACTIVE,3,MCST,na,16/3/1998
2184,Single Tier Management Corporation,na,S98MC2184A,ALLINTON HOLDINGS PTE LTD,333/A/B/C JALAN BESAR 209018,331,JALAN BESAR,na,ALLINTON,208983,62960679,ACTIVE,8,NIL,na,15/4/1998
2185,Single Tier Management Corporation,na,S98MC2185H,THE ATRIA AT MEYER,61 MEYER ROAD 437885,61,MEYER ROAD,1-Jan,THE ATRIA AT MEYER,437885,63485581,ACTIVE,158,Newman & Goh Property Consultants Pte Ltd,62569333,28/4/1998
2186,Single Tier Management Corporation,na,S98MC2186D,WING FONG COURT,10 LORONG 14 GEYLANG 398922,10,LORONG 14 GEYLANG,B1-01,WING FONG COURT,398922,68861936,ACTIVE,88,Ocean IFM Pte Ltd,68861936,15/5/1998
2187,Single Tier Management Corporation,na,S98MC2187L,WING FONG MANSIONS,12 LORONG 14 GEYLANG 398924,12,LORONG 14 GEYLANG,na,WING FONG MANSIONS,398924,6886 1936,ACTIVE,130,Ocean IFM Pte Ltd,6886 1936,15/5/1998
2188,Single Tier Management Corporation,na,S98MC2188G,BELMONT GARDENS,2 BELMONT ROAD,1,SELEGIE ROAD,5-Jan,PARADIZ CENTRE,188306,62662222,DEFUNCT,15,LCD PROPERTY MANAGEMENT PTE LTD,62662222,9/4/1998
2189,Single Tier Management Corporation,na,S98MC2189C,IVORY HEIGHTS,117 JURONG EAST STREET 13 600117,122,JURONG EAST STREET 13,Jan-27,IVORY HEIGHTS,600122,68961321,ACTIVE,654,SMART PROPERTY MANAGEMENT (SINGAPORE) PTE LTD,62230169,1/6/1998
2190,Single Tier Management Corporation,na,S98MC2190L,MARINA SQUARE,6 RAFFLES BOULEVARD 039594,6,RAFFLES BOULEVARD,03-238,MARINA SQUARE,39594,63398933,ACTIVE,20,MARINA MANAGEMENT SERVICES PTE LTD,63398787,1/7/1998
2191,Single Tier Management Corporation,na,S98MC2191G,ROSYTH LODGE,5 ROSYTH ROAD 546143,4,KAKI BUKIT AVENUE 1,5-Feb,CITIMAC,417939,68861936,ACTIVE,16,Ocean IFM Pte Ltd,68861936,18/4/1998
2192,Single Tier Management Corporation,na,S98MC2192C,REGENT PARK,24 JALAN LEMPENG 128804,24,JALAN LEMPENG,1-Jan,REGENT PARK,128804,68726410,ACTIVE,276,Property Facility Serivces Pte Ltd,96818254,20/4/1998
2193,Single Tier Management Corporation,na,S98MC2193K,CENTURY SQUARE,2 TAMPINES CENTRAL 5 529509,2,TAMPINES CENTRAL 5,5-Dec,CENTURY SQUARE,529509,67890694,ACTIVE,100,ASIAMALLS MANAGEMENT PTE LTD,67890694,21/5/1998
2194,Single Tier Management Corporation,na,S98MC2194F,PANTECH BUSINESS HUB,192 PANDAN LOOP 128381,196,PANDAN LOOP,Jan-29,PANTECH BUSINESS HUB,128384,68724590,ACTIVE,530,Chamber Property Management Services Pte Ltd,64685100,24/4/1998
2195,Single Tier Management Corporation,na,S98MC2195B,LEONG HIN BUILDING,441 BALESTIER ROAD 329820,441,BALESTIER ROAD,na,LEONG HIN BUILDING,329820,67426856,ACTIVE,12,na,na,27/4/1998
2196,Single Tier Management Corporation,na,S98MC2196J,MELROSE COURT,10 LORONG LIMAU 328754,531,UPPER CROSS STREET,Mar-52,HONG LIM COMPLEX,50531,65333375,DEFUNCT,32,Rhodo Property & Estate Management Services Pte Ltd,65333375,27/4/1998
2197,Single Tier Management Corporation,na,S98MC2197E,SUNTEC CITY,9 RAFFLES BOULEVARD 38989,3,TEMASEK BOULEVARD,B1-65,SUNTEC CITY MALL,38983,69092888,ACTIVE,459,APM PROPERTY MANAGEMENT PTE LTD,69092888,29/6/1998
2198,Single Tier Management Corporation,na,S98MC2198A,BOON THONG BUILDING,1 LORONG 22 GEYLANG,100,JALAN SULTAN,Aug-14,SULTAN PLAZA,199001,na,DEFUNCT,13,MCST,na,13/5/1998
2199,Single Tier Management Corporation,na,S98MC2199H,THE SUNNY SPRING,50 LORONG 40 GEYLANG 398074,50/52,LORONG 40 GEYLANG,Jan-49,THE SUNNY SPRING,398074,67459800,ACTIVE,338,Raffles Strata Management Pte Ltd,67459800,3/7/1998
